28
860
860
150 	14 	  	133 	149
19 	78 	  	16 	17
29 	70 	  	23 	12
150 	16 	  	133 	141
133 	36 	  	119 	127
29 	70 	  	23 	27
33 	133 	  	30 	24
67 	27 	  	55 	58
150 	16 	  	133 	146
39 	58 	  	31 	48
83 	83 	  	74 	80
58 	41 	  	47 	38
77 	21 	  	63 	77
33 	132 	  	30 	46
10 	85 	  	8 	8
50 	118 	  	44 	49
33 	133 	  	30 	41
77 	21 	  	63 	71
67 	98 	  	59 	79
100 	69 	  	89 	87
33 	132 	  	30 	48
116 	51 	  	104 	106
77 	18 	  	63 	81
19 	75 	  	16 	24
133 	33 	  	119 	125
83 	83 	  	74 	79
10 	86 	  	8 	13
39 	56 	  	31 	27
