105
2800
2550
79 40 100 17 
25 16 49 63 
99 42 54 65 
41 50 12 19 
94 99 78 79 
75 12 30 11 
40 46 65 83 
59 43 31 88 
95 97 90 29 
99 28 50 75 
95 41 80 83 
93 15 84 47 
74 36 53 77 
83 96 72 19 
14 69 94 43 
89 24 60 30 
41 36 74 89 
53 21 58 70 
75 54 17 48 
70 38 24 39 
49 43 45 17 
19 17 19 54 
84 19 33 28 
16 48 39 73 
25 81 91 71 
66 50 69 99 
68 28 48 50 
79 34 56 19 
16 51 84 55 
93 98 66 25 
14 24 60 43 
20 61 95 10 
99 11 49 49 
93 78 63 83 
100 86 22 57 
56 89 71 41 
62 45 83 42 
69 20 36 80 
91 16 15 33 
52 74 64 19 
86 11 28 78 
43 92 49 61 
76 99 41 50 
45 92 14 56 
21 15 17 58 
57 50 28 36 
45 54 65 44 
41 30 27 82 
58 97 65 49 
33 85 28 90 
68 19 21 46 
22 11 17 37 
66 78 33 31 
83 73 68 98 
50 47 51 51 
64 96 91 48 
35 47 97 14 
42 74 28 94 
33 96 91 36 
66 19 82 58 
38 12 54 44 
57 34 12 52 
69 78 47 65 
90 26 33 98 
79 30 30 39 
89 95 65 22 
28 99 56 12 
70 68 57 21 
38 84 91 17 
71 28 88 88 
46 79 77 93 
41 61 99 16 
49 56 29 86 
43 99 23 41 
36 95 39 10 
68 27 86 10 
92 16 12 32 
33 38 85 45 
84 28 22 13 
90 38 64 87 
22 85 33 39 
93 62 95 70 
92 62 32 49 
89 18 10 45 
47 65 44 11 
23 83 56 16 
13 65 86 55 
11 86 38 15 
34 76 72 42 
11 55 10 80 
60 74 57 43 
82 94 30 42 
10 80 28 31 
16 91 92 61 
81 71 68 41 
20 20 54 21 
85 42 34 51 
52 90 93 55 
92 100 35 43 
31 75 41 41 
24 99 46 15 
83 32 82 76 
76 17 66 72 
15 59 15 24 
38 10 89 32 
